src_ip,dst_ip,src_port,dst_port,protocol,flow_duration,packet_count,byte_count,packets_per_second,bytes_per_second,mean_packet_size,std_packet_size,mean_interarrival,std_interarrival,cv_interarrival,dst_port_count,dst_host_count,dst_connection_count,src_dst_byte_ratio,dns_query_length,dns_entropy,label
192.168.1.100,8.8.8.8,11990,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,60767,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,1.1.1.1,6524,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,54619,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,51518,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,58405,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,28912,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,8.8.8.8,14035,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,62563,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,36952,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,53667,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,34100,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,54266,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,32293,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,13906,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,27079,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,48331,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,2854,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,1.1.1.1,54623,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,34840,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,7230,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,7420,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,35980,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,14224,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,13794,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,2755,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,58043,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,1.1.1.1,64742,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,14847,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,59693,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,32701,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,58389,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,17254,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,15253,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,9105,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,41637,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,65049,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,10544,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,1.1.1.1,55365,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,14000,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,61190,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,33262,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,59429,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,49653,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,54650,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,48103,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,3459,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,8.8.8.8,52268,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,1.1.1.1,13207,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,8518,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,37541,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,29276,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,25967,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,9293,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,15937,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,30971,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,64894,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,1.1.1.1,40496,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,10621,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,7797,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,39310,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,59182,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,8.8.8.8,29292,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,60510,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,53984,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,35649,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,39982,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,27041,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,53284,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,34005,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,31434,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,64287,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,3007,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,5756,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,35483,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,17052,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,52959,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,7356,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,48653,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,31549,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,17135,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,8721,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,7126,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,52694,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,24347,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,27833,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,39220,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,10959,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,53588,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,27513,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,30979,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,28643,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,12821,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,2094,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,42623,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,59591,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,40635,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,6903,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,31711,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,25321,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,51046,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,10.0.0.5,28205,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,45292,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,42935,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,58344,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,16882,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,48485,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,843,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,10725,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,8734,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,15825,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,10.0.0.5,44407,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,3782,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,833,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,1.1.1.1,20175,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,14363,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,32572,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,29404,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,1427,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,8.8.8.8,58081,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,63513,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,855,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,8.8.8.8,11835,443,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,41285,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
192.168.1.101,10.0.0.5,56603,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,833,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,54672,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,24989,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,828,40,0.0,0.0,BENIGN
192.168.1.100,8.8.8.8,2842,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,816,60,15.0,2.8225797618424915,BENIGN
192.168.1.100,10.0.0.5,36561,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,855,40,0.0,0.0,BENIGN
192.168.1.101,1.1.1.1,61769,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,816,40,0.0,0.0,BENIGN
192.168.1.100,1.1.1.1,30812,80,6,1e-06,1,40,1000000.0,40000000.0,40.0,0.0,0.0,0.0,0.0,3,3,843,40,0.0,0.0,BENIGN
192.168.1.101,8.8.8.8,51087,53,17,1e-06,1,60,1000000.0,60000000.0,60.0,0.0,0.0,0.0,0.0,3,3,828,60,15.0,2.8225797618424915,BENIGN
