src_ip,dst_ip,src_port,dst_port,protocol,prediction
192.168.1.50,185.20.10.5,43890,80,6,C2_BEACON
192.168.1.50,185.20.10.5,57623,80,6,C2_BEACON
192.168.1.50,185.20.10.5,8524,80,6,C2_BEACON
192.168.1.50,185.20.10.5,32860,80,6,C2_BEACON
192.168.1.50,185.20.10.5,61376,80,6,C2_BEACON
192.168.1.50,185.20.10.5,28958,80,6,C2_BEACON
192.168.1.50,185.20.10.5,46491,80,6,C2_BEACON
192.168.1.50,185.20.10.5,18216,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20178,80,6,C2_BEACON
192.168.1.50,185.20.10.5,27256,80,6,C2_BEACON
192.168.1.50,185.20.10.5,41059,80,6,C2_BEACON
192.168.1.50,185.20.10.5,2675,80,6,C2_BEACON
192.168.1.50,185.20.10.5,64652,80,6,C2_BEACON
192.168.1.50,185.20.10.5,14612,80,6,C2_BEACON
192.168.1.50,185.20.10.5,58781,80,6,C2_BEACON
192.168.1.50,185.20.10.5,5533,80,6,C2_BEACON
192.168.1.50,185.20.10.5,58591,80,6,C2_BEACON
192.168.1.50,185.20.10.5,44487,80,6,C2_BEACON
192.168.1.50,185.20.10.5,7378,80,6,C2_BEACON
192.168.1.50,185.20.10.5,28396,80,6,C2_BEACON
192.168.1.50,185.20.10.5,29151,80,6,C2_BEACON
192.168.1.50,185.20.10.5,64349,80,6,C2_BEACON
192.168.1.50,185.20.10.5,5561,80,6,C2_BEACON
192.168.1.50,185.20.10.5,57459,80,6,C2_BEACON
192.168.1.50,185.20.10.5,2006,80,6,C2_BEACON
192.168.1.50,185.20.10.5,12600,80,6,C2_BEACON
192.168.1.50,185.20.10.5,11339,80,6,C2_BEACON
192.168.1.50,185.20.10.5,50187,80,6,C2_BEACON
192.168.1.50,185.20.10.5,15876,80,6,C2_BEACON
192.168.1.50,185.20.10.5,21944,80,6,C2_BEACON
192.168.1.50,185.20.10.5,3721,80,6,C2_BEACON
192.168.1.50,185.20.10.5,7013,80,6,C2_BEACON
192.168.1.50,185.20.10.5,52766,80,6,C2_BEACON
192.168.1.50,185.20.10.5,41332,80,6,C2_BEACON
192.168.1.50,185.20.10.5,57748,80,6,C2_BEACON
192.168.1.50,185.20.10.5,38021,80,6,C2_BEACON
192.168.1.50,185.20.10.5,40747,80,6,C2_BEACON
192.168.1.50,185.20.10.5,23166,80,6,C2_BEACON
192.168.1.50,185.20.10.5,45907,80,6,C2_BEACON
192.168.1.50,185.20.10.5,26986,80,6,C2_BEACON
192.168.1.50,185.20.10.5,8670,80,6,C2_BEACON
192.168.1.50,185.20.10.5,40359,80,6,C2_BEACON
192.168.1.50,185.20.10.5,63377,80,6,C2_BEACON
192.168.1.50,185.20.10.5,13290,80,6,C2_BEACON
192.168.1.50,185.20.10.5,46303,80,6,C2_BEACON
192.168.1.50,185.20.10.5,12539,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20394,80,6,C2_BEACON
192.168.1.50,185.20.10.5,19649,80,6,C2_BEACON
192.168.1.50,185.20.10.5,50009,80,6,C2_BEACON
192.168.1.50,185.20.10.5,10934,80,6,C2_BEACON
192.168.1.50,185.20.10.5,33979,80,6,C2_BEACON
192.168.1.50,185.20.10.5,30096,80,6,C2_BEACON
192.168.1.50,185.20.10.5,49987,80,6,C2_BEACON
192.168.1.50,185.20.10.5,30150,80,6,C2_BEACON
192.168.1.50,185.20.10.5,16382,80,6,C2_BEACON
192.168.1.50,185.20.10.5,57101,80,6,C2_BEACON
192.168.1.50,185.20.10.5,10995,80,6,C2_BEACON
192.168.1.50,185.20.10.5,61612,80,6,C2_BEACON
192.168.1.50,185.20.10.5,11429,80,6,C2_BEACON
192.168.1.50,185.20.10.5,22676,80,6,C2_BEACON
192.168.1.50,185.20.10.5,30850,80,6,C2_BEACON
192.168.1.50,185.20.10.5,2518,80,6,C2_BEACON
192.168.1.50,185.20.10.5,16208,80,6,C2_BEACON
192.168.1.50,185.20.10.5,16778,80,6,C2_BEACON
192.168.1.50,185.20.10.5,37131,80,6,C2_BEACON
192.168.1.50,185.20.10.5,48386,80,6,C2_BEACON
192.168.1.50,185.20.10.5,18120,80,6,C2_BEACON
192.168.1.50,185.20.10.5,3001,80,6,C2_BEACON
192.168.1.50,185.20.10.5,47245,80,6,C2_BEACON
192.168.1.50,185.20.10.5,26972,80,6,C2_BEACON
192.168.1.50,185.20.10.5,43790,80,6,C2_BEACON
192.168.1.50,185.20.10.5,57316,80,6,C2_BEACON
192.168.1.50,185.20.10.5,32409,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20933,80,6,C2_BEACON
192.168.1.50,185.20.10.5,29682,80,6,C2_BEACON
192.168.1.50,185.20.10.5,11284,80,6,C2_BEACON
192.168.1.50,185.20.10.5,9674,80,6,C2_BEACON
192.168.1.50,185.20.10.5,45089,80,6,C2_BEACON
192.168.1.50,185.20.10.5,32371,80,6,C2_BEACON
192.168.1.50,185.20.10.5,6207,80,6,C2_BEACON
192.168.1.50,185.20.10.5,53788,80,6,C2_BEACON
192.168.1.50,185.20.10.5,6504,80,6,C2_BEACON
192.168.1.50,185.20.10.5,54112,80,6,C2_BEACON
192.168.1.50,185.20.10.5,48437,80,6,C2_BEACON
192.168.1.50,185.20.10.5,64778,80,6,C2_BEACON
192.168.1.50,185.20.10.5,3551,80,6,C2_BEACON
192.168.1.50,185.20.10.5,52625,80,6,C2_BEACON
192.168.1.50,185.20.10.5,43318,80,6,C2_BEACON
192.168.1.50,185.20.10.5,28694,80,6,C2_BEACON
192.168.1.50,185.20.10.5,24666,80,6,C2_BEACON
192.168.1.50,185.20.10.5,27016,80,6,C2_BEACON
192.168.1.50,185.20.10.5,56990,80,6,C2_BEACON
192.168.1.50,185.20.10.5,5202,80,6,C2_BEACON
192.168.1.50,185.20.10.5,36561,80,6,C2_BEACON
192.168.1.50,185.20.10.5,15402,80,6,C2_BEACON
192.168.1.50,185.20.10.5,42277,80,6,C2_BEACON
192.168.1.50,185.20.10.5,18758,80,6,C2_BEACON
192.168.1.50,185.20.10.5,62016,80,6,C2_BEACON
192.168.1.50,185.20.10.5,47868,80,6,C2_BEACON
192.168.1.50,185.20.10.5,29102,80,6,C2_BEACON
192.168.1.50,185.20.10.5,48960,80,6,C2_BEACON
192.168.1.50,185.20.10.5,4131,80,6,C2_BEACON
192.168.1.50,185.20.10.5,52295,80,6,C2_BEACON
192.168.1.50,185.20.10.5,51237,80,6,C2_BEACON
192.168.1.50,185.20.10.5,12788,80,6,C2_BEACON
192.168.1.50,185.20.10.5,28766,80,6,C2_BEACON
192.168.1.50,185.20.10.5,64110,80,6,C2_BEACON
192.168.1.50,185.20.10.5,32106,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20387,80,6,C2_BEACON
192.168.1.50,185.20.10.5,35131,80,6,C2_BEACON
192.168.1.50,185.20.10.5,34447,80,6,C2_BEACON
192.168.1.50,185.20.10.5,8133,80,6,C2_BEACON
192.168.1.50,185.20.10.5,21285,80,6,C2_BEACON
192.168.1.50,185.20.10.5,60241,80,6,C2_BEACON
192.168.1.50,185.20.10.5,9002,80,6,C2_BEACON
192.168.1.50,185.20.10.5,5882,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20934,80,6,C2_BEACON
192.168.1.50,185.20.10.5,28185,80,6,C2_BEACON
192.168.1.50,185.20.10.5,33458,80,6,C2_BEACON
192.168.1.50,185.20.10.5,2116,80,6,C2_BEACON
192.168.1.50,185.20.10.5,59236,80,6,C2_BEACON
192.168.1.50,185.20.10.5,50227,80,6,C2_BEACON
192.168.1.50,185.20.10.5,57325,80,6,C2_BEACON
192.168.1.50,185.20.10.5,35362,80,6,C2_BEACON
192.168.1.50,185.20.10.5,55941,80,6,C2_BEACON
192.168.1.50,185.20.10.5,59225,80,6,C2_BEACON
192.168.1.50,185.20.10.5,12424,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20831,80,6,C2_BEACON
192.168.1.50,185.20.10.5,14980,80,6,C2_BEACON
192.168.1.50,185.20.10.5,10736,80,6,C2_BEACON
192.168.1.50,185.20.10.5,47729,80,6,C2_BEACON
192.168.1.50,185.20.10.5,17040,80,6,C2_BEACON
192.168.1.50,185.20.10.5,30633,80,6,C2_BEACON
192.168.1.50,185.20.10.5,18690,80,6,C2_BEACON
192.168.1.50,185.20.10.5,26332,80,6,C2_BEACON
192.168.1.50,185.20.10.5,7127,80,6,C2_BEACON
192.168.1.50,185.20.10.5,35336,80,6,C2_BEACON
192.168.1.50,185.20.10.5,37850,80,6,C2_BEACON
192.168.1.50,185.20.10.5,58535,80,6,C2_BEACON
192.168.1.50,185.20.10.5,25901,80,6,C2_BEACON
192.168.1.50,185.20.10.5,44171,80,6,C2_BEACON
192.168.1.50,185.20.10.5,8728,80,6,C2_BEACON
192.168.1.50,185.20.10.5,17231,80,6,C2_BEACON
192.168.1.50,185.20.10.5,38060,80,6,C2_BEACON
192.168.1.50,185.20.10.5,19957,80,6,C2_BEACON
192.168.1.50,185.20.10.5,58057,80,6,C2_BEACON
192.168.1.50,185.20.10.5,36906,80,6,C2_BEACON
192.168.1.50,185.20.10.5,29946,80,6,C2_BEACON
192.168.1.50,185.20.10.5,34634,80,6,C2_BEACON
192.168.1.50,185.20.10.5,2093,80,6,C2_BEACON
192.168.1.50,185.20.10.5,26314,80,6,C2_BEACON
192.168.1.50,185.20.10.5,10389,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20639,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20332,80,6,C2_BEACON
192.168.1.50,185.20.10.5,17486,80,6,C2_BEACON
192.168.1.50,185.20.10.5,43290,80,6,C2_BEACON
192.168.1.50,185.20.10.5,14012,80,6,C2_BEACON
192.168.1.50,185.20.10.5,24145,80,6,C2_BEACON
192.168.1.50,185.20.10.5,13532,80,6,C2_BEACON
192.168.1.50,185.20.10.5,57500,80,6,C2_BEACON
192.168.1.50,185.20.10.5,40882,80,6,C2_BEACON
192.168.1.50,185.20.10.5,60137,80,6,C2_BEACON
192.168.1.50,185.20.10.5,61128,80,6,C2_BEACON
192.168.1.50,185.20.10.5,44965,80,6,C2_BEACON
192.168.1.50,185.20.10.5,50397,80,6,C2_BEACON
192.168.1.50,185.20.10.5,64833,80,6,C2_BEACON
192.168.1.50,185.20.10.5,43831,80,6,C2_BEACON
192.168.1.50,185.20.10.5,18445,80,6,C2_BEACON
192.168.1.50,185.20.10.5,31578,80,6,C2_BEACON
192.168.1.50,185.20.10.5,2060,80,6,C2_BEACON
192.168.1.50,185.20.10.5,49933,80,6,C2_BEACON
192.168.1.50,185.20.10.5,7791,80,6,C2_BEACON
192.168.1.50,185.20.10.5,54837,80,6,C2_BEACON
192.168.1.50,185.20.10.5,58566,80,6,C2_BEACON
192.168.1.50,185.20.10.5,33963,80,6,C2_BEACON
192.168.1.50,185.20.10.5,8800,80,6,C2_BEACON
192.168.1.50,185.20.10.5,40244,80,6,C2_BEACON
192.168.1.50,185.20.10.5,3612,80,6,C2_BEACON
192.168.1.50,185.20.10.5,40618,80,6,C2_BEACON
192.168.1.50,185.20.10.5,47671,80,6,C2_BEACON
192.168.1.50,185.20.10.5,34097,80,6,C2_BEACON
192.168.1.50,185.20.10.5,49526,80,6,C2_BEACON
192.168.1.50,185.20.10.5,58706,80,6,C2_BEACON
192.168.1.50,185.20.10.5,25751,80,6,C2_BEACON
192.168.1.50,185.20.10.5,31255,80,6,C2_BEACON
192.168.1.50,185.20.10.5,52502,80,6,C2_BEACON
192.168.1.50,185.20.10.5,2360,80,6,C2_BEACON
192.168.1.50,185.20.10.5,61614,80,6,C2_BEACON
192.168.1.50,185.20.10.5,34060,80,6,C2_BEACON
192.168.1.50,185.20.10.5,64567,80,6,C2_BEACON
192.168.1.50,185.20.10.5,21627,80,6,C2_BEACON
192.168.1.50,185.20.10.5,8239,80,6,C2_BEACON
192.168.1.50,185.20.10.5,22640,80,6,C2_BEACON
192.168.1.50,185.20.10.5,21574,80,6,C2_BEACON
192.168.1.50,185.20.10.5,23835,80,6,C2_BEACON
192.168.1.50,185.20.10.5,13921,80,6,C2_BEACON
192.168.1.50,185.20.10.5,8888,80,6,C2_BEACON
192.168.1.50,185.20.10.5,13917,80,6,C2_BEACON
192.168.1.50,185.20.10.5,37152,80,6,C2_BEACON
192.168.1.50,185.20.10.5,51032,80,6,C2_BEACON
192.168.1.50,185.20.10.5,62114,80,6,C2_BEACON
192.168.1.50,185.20.10.5,50360,80,6,C2_BEACON
192.168.1.50,185.20.10.5,26320,80,6,C2_BEACON
192.168.1.50,185.20.10.5,49815,80,6,C2_BEACON
192.168.1.50,185.20.10.5,29022,80,6,C2_BEACON
192.168.1.50,185.20.10.5,57974,80,6,C2_BEACON
192.168.1.50,185.20.10.5,34892,80,6,C2_BEACON
192.168.1.50,185.20.10.5,57452,80,6,C2_BEACON
192.168.1.50,185.20.10.5,28524,80,6,C2_BEACON
192.168.1.50,185.20.10.5,33435,80,6,C2_BEACON
192.168.1.50,185.20.10.5,37559,80,6,C2_BEACON
192.168.1.50,185.20.10.5,47325,80,6,C2_BEACON
192.168.1.50,185.20.10.5,58014,80,6,C2_BEACON
192.168.1.50,185.20.10.5,8733,80,6,C2_BEACON
192.168.1.50,185.20.10.5,18528,80,6,C2_BEACON
192.168.1.50,185.20.10.5,32183,80,6,C2_BEACON
192.168.1.50,185.20.10.5,24757,80,6,C2_BEACON
192.168.1.50,185.20.10.5,19576,80,6,C2_BEACON
192.168.1.50,185.20.10.5,6827,80,6,C2_BEACON
192.168.1.50,185.20.10.5,36610,80,6,C2_BEACON
192.168.1.50,185.20.10.5,62754,80,6,C2_BEACON
192.168.1.50,185.20.10.5,62615,80,6,C2_BEACON
192.168.1.50,185.20.10.5,31502,80,6,C2_BEACON
192.168.1.50,185.20.10.5,1352,80,6,C2_BEACON
192.168.1.50,185.20.10.5,61388,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20093,80,6,C2_BEACON
192.168.1.50,185.20.10.5,34087,80,6,C2_BEACON
192.168.1.50,185.20.10.5,60856,80,6,C2_BEACON
192.168.1.50,185.20.10.5,25170,80,6,C2_BEACON
192.168.1.50,185.20.10.5,11791,80,6,C2_BEACON
192.168.1.50,185.20.10.5,1222,80,6,C2_BEACON
192.168.1.50,185.20.10.5,59924,80,6,C2_BEACON
192.168.1.50,185.20.10.5,2778,80,6,C2_BEACON
192.168.1.50,185.20.10.5,10559,80,6,C2_BEACON
192.168.1.50,185.20.10.5,44228,80,6,C2_BEACON
192.168.1.50,185.20.10.5,23030,80,6,C2_BEACON
192.168.1.50,185.20.10.5,38314,80,6,C2_BEACON
192.168.1.50,185.20.10.5,53347,80,6,C2_BEACON
192.168.1.50,185.20.10.5,49241,80,6,C2_BEACON
192.168.1.50,185.20.10.5,56658,80,6,C2_BEACON
192.168.1.50,185.20.10.5,28540,80,6,C2_BEACON
192.168.1.50,185.20.10.5,36043,80,6,C2_BEACON
192.168.1.50,185.20.10.5,50874,80,6,C2_BEACON
192.168.1.50,185.20.10.5,59766,80,6,C2_BEACON
192.168.1.50,185.20.10.5,46744,80,6,C2_BEACON
192.168.1.50,185.20.10.5,29293,80,6,C2_BEACON
192.168.1.50,185.20.10.5,51632,80,6,C2_BEACON
192.168.1.50,185.20.10.5,40935,80,6,C2_BEACON
192.168.1.50,185.20.10.5,18775,80,6,C2_BEACON
192.168.1.50,185.20.10.5,19765,80,6,C2_BEACON
192.168.1.50,185.20.10.5,19424,80,6,C2_BEACON
192.168.1.50,185.20.10.5,38961,80,6,C2_BEACON
192.168.1.50,185.20.10.5,3988,80,6,C2_BEACON
192.168.1.50,185.20.10.5,40939,80,6,C2_BEACON
192.168.1.50,185.20.10.5,41997,80,6,C2_BEACON
192.168.1.50,185.20.10.5,39163,80,6,C2_BEACON
192.168.1.50,185.20.10.5,55959,80,6,C2_BEACON
192.168.1.50,185.20.10.5,31772,80,6,C2_BEACON
192.168.1.50,185.20.10.5,42285,80,6,C2_BEACON
192.168.1.50,185.20.10.5,12834,80,6,C2_BEACON
192.168.1.50,185.20.10.5,5731,80,6,C2_BEACON
192.168.1.50,185.20.10.5,21930,80,6,C2_BEACON
192.168.1.50,185.20.10.5,3741,80,6,C2_BEACON
192.168.1.50,185.20.10.5,31853,80,6,C2_BEACON
192.168.1.50,185.20.10.5,23079,80,6,C2_BEACON
192.168.1.50,185.20.10.5,9067,80,6,C2_BEACON
192.168.1.50,185.20.10.5,24663,80,6,C2_BEACON
192.168.1.50,185.20.10.5,9671,80,6,C2_BEACON
192.168.1.50,185.20.10.5,54396,80,6,C2_BEACON
192.168.1.50,185.20.10.5,32397,80,6,C2_BEACON
192.168.1.50,185.20.10.5,40111,80,6,C2_BEACON
192.168.1.50,185.20.10.5,29327,80,6,C2_BEACON
192.168.1.50,185.20.10.5,18798,80,6,C2_BEACON
192.168.1.50,185.20.10.5,1166,80,6,C2_BEACON
192.168.1.50,185.20.10.5,23551,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20844,80,6,C2_BEACON
192.168.1.50,185.20.10.5,37731,80,6,C2_BEACON
192.168.1.50,185.20.10.5,53612,80,6,C2_BEACON
192.168.1.50,185.20.10.5,7064,80,6,C2_BEACON
192.168.1.50,185.20.10.5,14869,80,6,C2_BEACON
192.168.1.50,185.20.10.5,58134,80,6,C2_BEACON
192.168.1.50,185.20.10.5,61023,80,6,C2_BEACON
192.168.1.50,185.20.10.5,32707,80,6,C2_BEACON
192.168.1.50,185.20.10.5,6020,80,6,C2_BEACON
192.168.1.50,185.20.10.5,34135,80,6,C2_BEACON
192.168.1.50,185.20.10.5,34856,80,6,C2_BEACON
192.168.1.50,185.20.10.5,62534,80,6,C2_BEACON
192.168.1.50,185.20.10.5,17711,80,6,C2_BEACON
192.168.1.50,185.20.10.5,9201,80,6,C2_BEACON
192.168.1.50,185.20.10.5,38068,80,6,C2_BEACON
192.168.1.50,185.20.10.5,36492,80,6,C2_BEACON
192.168.1.50,185.20.10.5,9196,80,6,C2_BEACON
192.168.1.50,185.20.10.5,55391,80,6,C2_BEACON
192.168.1.50,185.20.10.5,47202,80,6,C2_BEACON
192.168.1.50,185.20.10.5,41667,80,6,C2_BEACON
192.168.1.50,185.20.10.5,30108,80,6,C2_BEACON
192.168.1.50,185.20.10.5,50950,80,6,C2_BEACON
192.168.1.50,185.20.10.5,45515,80,6,C2_BEACON
192.168.1.50,185.20.10.5,55405,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20346,80,6,C2_BEACON
192.168.1.50,185.20.10.5,28342,80,6,C2_BEACON
192.168.1.50,185.20.10.5,46034,80,6,C2_BEACON
192.168.1.50,185.20.10.5,37737,80,6,C2_BEACON
192.168.1.50,185.20.10.5,57105,80,6,C2_BEACON
192.168.1.50,185.20.10.5,38415,80,6,C2_BEACON
192.168.1.50,185.20.10.5,57651,80,6,C2_BEACON
192.168.1.50,185.20.10.5,13668,80,6,C2_BEACON
192.168.1.50,185.20.10.5,63000,80,6,C2_BEACON
192.168.1.50,185.20.10.5,3869,80,6,C2_BEACON
192.168.1.50,185.20.10.5,17454,80,6,C2_BEACON
192.168.1.50,185.20.10.5,4467,80,6,C2_BEACON
192.168.1.50,185.20.10.5,6642,80,6,C2_BEACON
192.168.1.50,185.20.10.5,21393,80,6,C2_BEACON
192.168.1.50,185.20.10.5,43366,80,6,C2_BEACON
192.168.1.50,185.20.10.5,41731,80,6,C2_BEACON
192.168.1.50,185.20.10.5,46874,80,6,C2_BEACON
192.168.1.50,185.20.10.5,9777,80,6,C2_BEACON
192.168.1.50,185.20.10.5,63435,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20386,80,6,C2_BEACON
192.168.1.50,185.20.10.5,8308,80,6,C2_BEACON
192.168.1.50,185.20.10.5,46960,80,6,C2_BEACON
192.168.1.50,185.20.10.5,63181,80,6,C2_BEACON
192.168.1.50,185.20.10.5,19905,80,6,C2_BEACON
192.168.1.50,185.20.10.5,38519,80,6,C2_BEACON
192.168.1.50,185.20.10.5,32204,80,6,C2_BEACON
192.168.1.50,185.20.10.5,42065,80,6,C2_BEACON
192.168.1.50,185.20.10.5,1084,80,6,C2_BEACON
192.168.1.50,185.20.10.5,10785,80,6,C2_BEACON
192.168.1.50,185.20.10.5,13911,80,6,C2_BEACON
192.168.1.50,185.20.10.5,61897,80,6,C2_BEACON
192.168.1.50,185.20.10.5,56591,80,6,C2_BEACON
192.168.1.50,185.20.10.5,12251,80,6,C2_BEACON
192.168.1.50,185.20.10.5,29973,80,6,C2_BEACON
192.168.1.50,185.20.10.5,34312,80,6,C2_BEACON
192.168.1.50,185.20.10.5,6047,80,6,C2_BEACON
192.168.1.50,185.20.10.5,3911,80,6,C2_BEACON
192.168.1.50,185.20.10.5,4093,80,6,C2_BEACON
192.168.1.50,185.20.10.5,54903,80,6,C2_BEACON
192.168.1.50,185.20.10.5,2244,80,6,C2_BEACON
192.168.1.50,185.20.10.5,14008,80,6,C2_BEACON
192.168.1.50,185.20.10.5,30681,80,6,C2_BEACON
192.168.1.50,185.20.10.5,5740,80,6,C2_BEACON
192.168.1.50,185.20.10.5,43280,80,6,C2_BEACON
192.168.1.50,185.20.10.5,11894,80,6,C2_BEACON
192.168.1.50,185.20.10.5,50540,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20340,80,6,C2_BEACON
192.168.1.50,185.20.10.5,52569,80,6,C2_BEACON
192.168.1.50,185.20.10.5,40129,80,6,C2_BEACON
192.168.1.50,185.20.10.5,57143,80,6,C2_BEACON
192.168.1.50,185.20.10.5,65183,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20981,80,6,C2_BEACON
192.168.1.50,185.20.10.5,53912,80,6,C2_BEACON
192.168.1.50,185.20.10.5,4941,80,6,C2_BEACON
192.168.1.50,185.20.10.5,43149,80,6,C2_BEACON
192.168.1.50,185.20.10.5,7246,80,6,C2_BEACON
192.168.1.50,185.20.10.5,9057,80,6,C2_BEACON
192.168.1.50,185.20.10.5,12745,80,6,C2_BEACON
192.168.1.50,185.20.10.5,56848,80,6,C2_BEACON
192.168.1.50,185.20.10.5,62443,80,6,C2_BEACON
192.168.1.50,185.20.10.5,44118,80,6,C2_BEACON
192.168.1.50,185.20.10.5,21624,80,6,C2_BEACON
192.168.1.50,185.20.10.5,36775,80,6,C2_BEACON
192.168.1.50,185.20.10.5,52879,80,6,C2_BEACON
192.168.1.50,185.20.10.5,10996,80,6,C2_BEACON
192.168.1.50,185.20.10.5,56920,80,6,C2_BEACON
192.168.1.50,185.20.10.5,45561,80,6,C2_BEACON
192.168.1.50,185.20.10.5,21594,80,6,C2_BEACON
192.168.1.50,185.20.10.5,20133,80,6,C2_BEACON
192.168.1.50,185.20.10.5,19395,80,6,C2_BEACON
192.168.1.50,185.20.10.5,33872,80,6,C2_BEACON
192.168.1.50,185.20.10.5,27948,80,6,C2_BEACON
192.168.1.50,185.20.10.5,22482,80,6,C2_BEACON
192.168.1.50,185.20.10.5,25566,80,6,C2_BEACON
192.168.1.50,185.20.10.5,21796,80,6,C2_BEACON
192.168.1.50,185.20.10.5,24819,80,6,C2_BEACON
192.168.1.50,185.20.10.5,24306,80,6,C2_BEACON
192.168.1.50,185.20.10.5,45546,80,6,C2_BEACON
192.168.1.50,185.20.10.5,4960,80,6,C2_BEACON
192.168.1.50,185.20.10.5,45731,80,6,C2_BEACON
192.168.1.50,185.20.10.5,24163,80,6,C2_BEACON
192.168.1.50,185.20.10.5,10660,80,6,C2_BEACON
192.168.1.50,185.20.10.5,38527,80,6,C2_BEACON
192.168.1.50,185.20.10.5,46711,80,6,C2_BEACON
192.168.1.50,185.20.10.5,43958,80,6,C2_BEACON
192.168.1.50,185.20.10.5,15809,80,6,C2_BEACON
192.168.1.50,185.20.10.5,37378,80,6,C2_BEACON
192.168.1.50,185.20.10.5,9466,80,6,C2_BEACON
192.168.1.50,185.20.10.5,8976,80,6,C2_BEACON
192.168.1.50,185.20.10.5,27904,80,6,C2_BEACON
192.168.1.50,185.20.10.5,57909,80,6,C2_BEACON
192.168.1.50,185.20.10.5,26071,80,6,C2_BEACON
