src_ip,dst_ip,src_port,dst_port,protocol,prediction
192.168.1.100,1.1.1.1,48848,80,6,BENIGN
192.168.1.101,1.1.1.1,14240,53,17,BENIGN
192.168.1.100,8.8.8.8,44022,443,6,BENIGN
192.168.1.101,10.0.0.5,33111,80,6,BENIGN
192.168.1.101,8.8.8.8,20189,80,6,BENIGN
192.168.1.100,8.8.8.8,31089,80,6,BENIGN
192.168.1.100,8.8.8.8,44921,443,6,BENIGN
192.168.1.100,1.1.1.1,33128,80,6,BENIGN
192.168.1.100,10.0.0.5,52151,443,6,BENIGN
192.168.1.101,10.0.0.5,46650,443,6,BENIGN
192.168.1.101,8.8.8.8,38318,53,17,BENIGN
192.168.1.101,8.8.8.8,60833,443,6,BENIGN
192.168.1.100,10.0.0.5,4668,53,17,BENIGN
192.168.1.101,10.0.0.5,58936,443,6,BENIGN
192.168.1.101,8.8.8.8,61808,53,17,BENIGN
192.168.1.100,1.1.1.1,64050,80,6,BENIGN
192.168.1.100,1.1.1.1,2224,443,6,BENIGN
192.168.1.100,10.0.0.5,7332,443,6,BENIGN
192.168.1.101,1.1.1.1,15825,443,6,BENIGN
192.168.1.100,8.8.8.8,62719,53,17,BENIGN
192.168.1.100,10.0.0.5,54515,443,6,BENIGN
192.168.1.101,8.8.8.8,58285,53,17,BENIGN
192.168.1.101,10.0.0.5,7111,443,6,BENIGN
192.168.1.101,1.1.1.1,17369,80,6,BENIGN
192.168.1.100,10.0.0.5,35261,80,6,BENIGN
192.168.1.101,10.0.0.5,13069,443,6,BENIGN
192.168.1.101,10.0.0.5,23955,80,6,BENIGN
192.168.1.101,8.8.8.8,58791,53,17,BENIGN
192.168.1.100,10.0.0.5,34733,53,17,BENIGN
192.168.1.101,8.8.8.8,20003,53,17,BENIGN
192.168.1.100,1.1.1.1,39568,443,6,BENIGN
192.168.1.101,1.1.1.1,16626,443,6,BENIGN
192.168.1.100,1.1.1.1,11682,53,17,BENIGN
192.168.1.101,10.0.0.5,15515,53,17,BENIGN
192.168.1.100,1.1.1.1,16540,53,17,BENIGN
192.168.1.101,1.1.1.1,27128,443,6,BENIGN
192.168.1.100,10.0.0.5,33434,443,6,BENIGN
192.168.1.101,10.0.0.5,46986,443,6,BENIGN
192.168.1.100,10.0.0.5,39804,80,6,BENIGN
192.168.1.100,8.8.8.8,47118,443,6,BENIGN
192.168.1.100,8.8.8.8,15086,53,17,BENIGN
192.168.1.101,10.0.0.5,29370,443,6,BENIGN
192.168.1.100,1.1.1.1,17938,53,17,BENIGN
192.168.1.100,10.0.0.5,35363,80,6,BENIGN
192.168.1.100,8.8.8.8,36328,80,6,BENIGN
192.168.1.100,8.8.8.8,20987,53,17,BENIGN
192.168.1.100,1.1.1.1,8087,80,6,BENIGN
192.168.1.100,10.0.0.5,62543,53,17,BENIGN
192.168.1.100,1.1.1.1,1543,53,17,BENIGN
192.168.1.100,8.8.8.8,37860,80,6,BENIGN
192.168.1.101,10.0.0.5,5288,443,6,BENIGN
192.168.1.100,8.8.8.8,16837,80,6,BENIGN
192.168.1.100,1.1.1.1,38823,443,6,BENIGN
192.168.1.100,1.1.1.1,45136,443,6,BENIGN
192.168.1.101,1.1.1.1,63001,53,17,BENIGN
192.168.1.100,10.0.0.5,58388,53,17,BENIGN
192.168.1.101,10.0.0.5,48920,53,17,BENIGN
192.168.1.101,8.8.8.8,36852,80,6,BENIGN
192.168.1.100,8.8.8.8,47952,443,6,BENIGN
192.168.1.100,1.1.1.1,23496,53,17,BENIGN
192.168.1.101,10.0.0.5,23373,80,6,BENIGN
192.168.1.100,1.1.1.1,34372,53,17,BENIGN
192.168.1.100,10.0.0.5,22084,443,6,BENIGN
192.168.1.101,8.8.8.8,29906,443,6,BENIGN
192.168.1.101,8.8.8.8,54595,80,6,BENIGN
192.168.1.101,10.0.0.5,56833,80,6,BENIGN
192.168.1.100,8.8.8.8,20354,53,17,BENIGN
192.168.1.100,10.0.0.5,24202,443,6,BENIGN
192.168.1.101,1.1.1.1,7029,80,6,BENIGN
192.168.1.101,10.0.0.5,28004,443,6,BENIGN
192.168.1.101,8.8.8.8,61748,53,17,BENIGN
192.168.1.101,8.8.8.8,42374,53,17,BENIGN
192.168.1.100,10.0.0.5,20811,80,6,BENIGN
192.168.1.101,8.8.8.8,24005,53,17,BENIGN
192.168.1.100,1.1.1.1,3237,53,17,BENIGN
192.168.1.100,10.0.0.5,15248,443,6,BENIGN
192.168.1.100,1.1.1.1,45838,80,6,BENIGN
192.168.1.100,1.1.1.1,6763,80,6,BENIGN
192.168.1.101,10.0.0.5,32101,443,6,BENIGN
192.168.1.100,8.8.8.8,21623,80,6,BENIGN
192.168.1.100,10.0.0.5,12809,53,17,BENIGN
192.168.1.100,1.1.1.1,55959,53,17,BENIGN
192.168.1.101,8.8.8.8,21970,80,6,BENIGN
192.168.1.100,8.8.8.8,63693,443,6,BENIGN
192.168.1.101,10.0.0.5,57123,53,17,BENIGN
192.168.1.101,8.8.8.8,51815,80,6,BENIGN
192.168.1.100,1.1.1.1,14092,53,17,BENIGN
192.168.1.101,1.1.1.1,6337,53,17,BENIGN
192.168.1.101,10.0.0.5,22613,53,17,BENIGN
192.168.1.101,8.8.8.8,1596,443,6,BENIGN
192.168.1.101,1.1.1.1,42639,80,6,BENIGN
192.168.1.100,10.0.0.5,18834,53,17,BENIGN
192.168.1.101,8.8.8.8,13922,53,17,BENIGN
192.168.1.100,1.1.1.1,50654,53,17,BENIGN
192.168.1.101,8.8.8.8,21495,443,6,BENIGN
192.168.1.100,1.1.1.1,15496,53,17,BENIGN
192.168.1.100,10.0.0.5,38098,53,17,BENIGN
192.168.1.101,1.1.1.1,43681,53,17,BENIGN
192.168.1.101,8.8.8.8,55907,80,6,BENIGN
192.168.1.101,8.8.8.8,61950,80,6,BENIGN
192.168.1.100,10.0.0.5,63017,53,17,BENIGN
192.168.1.101,1.1.1.1,44390,53,17,BENIGN
192.168.1.100,1.1.1.1,26629,443,6,BENIGN
192.168.1.100,8.8.8.8,2218,53,17,BENIGN
192.168.1.101,1.1.1.1,36942,80,6,BENIGN
192.168.1.101,8.8.8.8,25598,80,6,BENIGN
192.168.1.101,1.1.1.1,48673,443,6,BENIGN
192.168.1.101,8.8.8.8,64237,443,6,BENIGN
192.168.1.101,8.8.8.8,6361,80,6,BENIGN
192.168.1.101,8.8.8.8,27165,443,6,BENIGN
192.168.1.100,8.8.8.8,55500,80,6,BENIGN
192.168.1.101,1.1.1.1,50985,443,6,BENIGN
192.168.1.100,10.0.0.5,51945,53,17,BENIGN
192.168.1.100,1.1.1.1,4959,80,6,BENIGN
192.168.1.100,10.0.0.5,27155,53,17,BENIGN
192.168.1.101,10.0.0.5,24240,80,6,BENIGN
192.168.1.100,10.0.0.5,49816,80,6,BENIGN
192.168.1.100,10.0.0.5,63589,53,17,BENIGN
192.168.1.101,10.0.0.5,1537,443,6,BENIGN
192.168.1.100,10.0.0.5,35283,443,6,BENIGN
192.168.1.100,8.8.8.8,51386,80,6,BENIGN
192.168.1.101,10.0.0.5,55643,53,17,BENIGN
192.168.1.101,10.0.0.5,47347,53,17,BENIGN
192.168.1.101,1.1.1.1,15976,443,6,BENIGN
192.168.1.100,8.8.8.8,56166,53,17,BENIGN
192.168.1.100,8.8.8.8,53133,443,6,BENIGN
192.168.1.100,8.8.8.8,56415,443,6,BENIGN
192.168.1.101,8.8.8.8,64778,80,6,BENIGN
192.168.1.101,8.8.8.8,4092,80,6,BENIGN
192.168.1.101,10.0.0.5,28659,53,17,BENIGN
192.168.1.100,1.1.1.1,27535,443,6,BENIGN
192.168.1.101,1.1.1.1,14171,443,6,BENIGN
192.168.1.100,8.8.8.8,49173,443,6,BENIGN
192.168.1.101,8.8.8.8,43793,80,6,BENIGN
192.168.1.101,8.8.8.8,56116,53,17,BENIGN
192.168.1.101,8.8.8.8,15388,53,17,BENIGN
192.168.1.101,8.8.8.8,21612,53,17,BENIGN
192.168.1.101,1.1.1.1,49085,443,6,BENIGN
192.168.1.101,1.1.1.1,41559,80,6,BENIGN
192.168.1.101,10.0.0.5,62218,443,6,BENIGN
192.168.1.101,8.8.8.8,41467,80,6,BENIGN
192.168.1.100,1.1.1.1,60865,53,17,BENIGN
192.168.1.100,1.1.1.1,49577,443,6,BENIGN
192.168.1.101,8.8.8.8,44067,80,6,BENIGN
192.168.1.100,1.1.1.1,34867,443,6,BENIGN
192.168.1.101,8.8.8.8,39996,80,6,BENIGN
192.168.1.100,8.8.8.8,20543,80,6,BENIGN
192.168.1.100,10.0.0.5,58666,443,6,BENIGN
192.168.1.100,1.1.1.1,52573,443,6,BENIGN
192.168.1.101,10.0.0.5,26098,80,6,BENIGN
192.168.1.101,10.0.0.5,30856,53,17,BENIGN
192.168.1.100,1.1.1.1,59471,53,17,BENIGN
192.168.1.100,1.1.1.1,9358,443,6,BENIGN
192.168.1.101,10.0.0.5,18399,53,17,BENIGN
192.168.1.100,8.8.8.8,4746,443,6,BENIGN
192.168.1.100,10.0.0.5,18157,443,6,BENIGN
192.168.1.101,1.1.1.1,22341,80,6,BENIGN
192.168.1.100,10.0.0.5,27125,443,6,BENIGN
192.168.1.100,10.0.0.5,20487,80,6,BENIGN
192.168.1.101,8.8.8.8,6110,80,6,BENIGN
192.168.1.101,8.8.8.8,42280,443,6,BENIGN
192.168.1.101,1.1.1.1,61338,53,17,BENIGN
192.168.1.100,1.1.1.1,11826,53,17,BENIGN
192.168.1.101,8.8.8.8,35954,80,6,BENIGN
192.168.1.101,8.8.8.8,25921,80,6,BENIGN
192.168.1.100,1.1.1.1,59535,443,6,BENIGN
192.168.1.101,1.1.1.1,10064,53,17,BENIGN
192.168.1.100,1.1.1.1,40424,80,6,BENIGN
192.168.1.100,1.1.1.1,56941,80,6,BENIGN
192.168.1.101,8.8.8.8,53608,53,17,BENIGN
192.168.1.101,1.1.1.1,45609,80,6,BENIGN
192.168.1.101,10.0.0.5,12329,443,6,BENIGN
192.168.1.101,1.1.1.1,53059,80,6,BENIGN
192.168.1.101,10.0.0.5,59045,443,6,BENIGN
192.168.1.101,10.0.0.5,54459,443,6,BENIGN
192.168.1.101,1.1.1.1,59260,443,6,BENIGN
192.168.1.100,1.1.1.1,34588,80,6,BENIGN
192.168.1.100,8.8.8.8,23001,80,6,BENIGN
192.168.1.100,1.1.1.1,59223,443,6,BENIGN
192.168.1.100,1.1.1.1,37529,53,17,BENIGN
192.168.1.100,10.0.0.5,23740,53,17,BENIGN
192.168.1.100,10.0.0.5,15966,443,6,BENIGN
192.168.1.101,8.8.8.8,14622,443,6,BENIGN
192.168.1.101,8.8.8.8,1108,443,6,BENIGN
192.168.1.101,1.1.1.1,57704,443,6,BENIGN
192.168.1.101,10.0.0.5,10892,53,17,BENIGN
192.168.1.101,10.0.0.5,35206,53,17,BENIGN
192.168.1.101,8.8.8.8,1718,80,6,BENIGN
192.168.1.100,1.1.1.1,19300,443,6,BENIGN
192.168.1.101,8.8.8.8,9282,80,6,BENIGN
192.168.1.100,10.0.0.5,29625,80,6,BENIGN
192.168.1.101,1.1.1.1,31193,53,17,BENIGN
192.168.1.101,10.0.0.5,9916,80,6,BENIGN
192.168.1.100,1.1.1.1,64937,443,6,BENIGN
192.168.1.101,10.0.0.5,17477,80,6,BENIGN
192.168.1.100,10.0.0.5,39825,80,6,BENIGN
192.168.1.101,8.8.8.8,13995,80,6,BENIGN
192.168.1.101,8.8.8.8,46964,80,6,BENIGN
192.168.1.100,10.0.0.5,12402,443,6,BENIGN
192.168.1.101,10.0.0.5,50397,53,17,BENIGN
192.168.1.101,1.1.1.1,6160,80,6,BENIGN
192.168.1.101,10.0.0.5,56097,80,6,BENIGN
192.168.1.101,8.8.8.8,2023,443,6,BENIGN
192.168.1.100,10.0.0.5,39000,53,17,BENIGN
192.168.1.101,1.1.1.1,59984,80,6,BENIGN
192.168.1.101,1.1.1.1,3799,80,6,BENIGN
192.168.1.101,8.8.8.8,54095,443,6,BENIGN
192.168.1.101,10.0.0.5,55489,443,6,BENIGN
192.168.1.101,8.8.8.8,4710,80,6,BENIGN
192.168.1.100,8.8.8.8,59977,53,17,BENIGN
192.168.1.101,1.1.1.1,33692,53,17,BENIGN
192.168.1.101,10.0.0.5,49404,443,6,BENIGN
192.168.1.100,1.1.1.1,30027,443,6,BENIGN
192.168.1.100,10.0.0.5,20114,53,17,BENIGN
192.168.1.101,10.0.0.5,40136,443,6,BENIGN
192.168.1.101,8.8.8.8,39192,80,6,BENIGN
192.168.1.100,10.0.0.5,39312,443,6,BENIGN
192.168.1.101,1.1.1.1,35172,443,6,BENIGN
192.168.1.101,10.0.0.5,20534,53,17,BENIGN
192.168.1.100,1.1.1.1,38135,53,17,BENIGN
192.168.1.100,8.8.8.8,60473,443,6,BENIGN
192.168.1.101,1.1.1.1,30591,80,6,BENIGN
192.168.1.101,8.8.8.8,63099,80,6,BENIGN
192.168.1.101,8.8.8.8,44977,80,6,BENIGN
192.168.1.100,1.1.1.1,31319,53,17,BENIGN
192.168.1.101,8.8.8.8,52208,53,17,BENIGN
192.168.1.101,1.1.1.1,25444,53,17,BENIGN
192.168.1.100,10.0.0.5,21365,443,6,BENIGN
192.168.1.100,1.1.1.1,37409,443,6,BENIGN
192.168.1.101,8.8.8.8,7418,443,6,BENIGN
192.168.1.100,1.1.1.1,52770,443,6,BENIGN
192.168.1.100,1.1.1.1,10071,443,6,BENIGN
192.168.1.100,10.0.0.5,43719,443,6,BENIGN
192.168.1.100,1.1.1.1,14062,80,6,BENIGN
192.168.1.101,10.0.0.5,8584,443,6,BENIGN
192.168.1.101,10.0.0.5,63405,53,17,BENIGN
192.168.1.101,8.8.8.8,40541,53,17,BENIGN
192.168.1.101,1.1.1.1,29547,80,6,BENIGN
192.168.1.100,1.1.1.1,51591,53,17,BENIGN
192.168.1.101,10.0.0.5,62020,53,17,BENIGN
192.168.1.101,8.8.8.8,30253,80,6,BENIGN
192.168.1.101,1.1.1.1,55150,80,6,BENIGN
192.168.1.100,1.1.1.1,60731,80,6,BENIGN
192.168.1.100,1.1.1.1,42023,443,6,BENIGN
192.168.1.100,8.8.8.8,23136,53,17,BENIGN
192.168.1.101,8.8.8.8,37361,53,17,BENIGN
192.168.1.101,8.8.8.8,22182,443,6,BENIGN
192.168.1.100,8.8.8.8,53320,53,17,BENIGN
192.168.1.100,8.8.8.8,45354,53,17,BENIGN
192.168.1.101,8.8.8.8,49851,443,6,BENIGN
192.168.1.101,8.8.8.8,17686,443,6,BENIGN
192.168.1.100,1.1.1.1,45365,80,6,BENIGN
192.168.1.100,8.8.8.8,11716,443,6,BENIGN
192.168.1.100,8.8.8.8,46923,443,6,BENIGN
192.168.1.101,8.8.8.8,42210,53,17,BENIGN
192.168.1.101,10.0.0.5,51365,53,17,BENIGN
192.168.1.100,10.0.0.5,57744,53,17,BENIGN
192.168.1.101,10.0.0.5,32780,53,17,BENIGN
192.168.1.100,1.1.1.1,18964,53,17,BENIGN
192.168.1.101,10.0.0.5,15098,80,6,BENIGN
192.168.1.101,8.8.8.8,62541,80,6,BENIGN
192.168.1.100,1.1.1.1,27431,80,6,BENIGN
192.168.1.100,1.1.1.1,48328,53,17,BENIGN
192.168.1.101,1.1.1.1,47219,80,6,BENIGN
192.168.1.100,10.0.0.5,20813,443,6,BENIGN
192.168.1.101,1.1.1.1,64858,53,17,BENIGN
192.168.1.101,10.0.0.5,39331,80,6,BENIGN
192.168.1.100,10.0.0.5,65475,443,6,BENIGN
192.168.1.100,1.1.1.1,29049,443,6,BENIGN
192.168.1.101,1.1.1.1,25181,53,17,BENIGN
192.168.1.100,1.1.1.1,1073,443,6,BENIGN
192.168.1.101,10.0.0.5,4925,443,6,BENIGN
192.168.1.100,10.0.0.5,20594,443,6,BENIGN
192.168.1.100,10.0.0.5,24445,443,6,BENIGN
192.168.1.101,8.8.8.8,62636,443,6,BENIGN
192.168.1.100,8.8.8.8,29640,53,17,BENIGN
192.168.1.100,10.0.0.5,42692,53,17,BENIGN
192.168.1.101,8.8.8.8,24472,53,17,BENIGN
192.168.1.100,1.1.1.1,26037,443,6,BENIGN
